PITCH,REQUIRED_WIDTH,,,,,,,
M2511,121.34,,,,,,,
M2511,122.00,,,,,,,
M2511,122.65,,,,,,,
M2511,123.31,,,,,,,
M2511,123.97,,,,,,,
M2511,124.62,,,,,,,
M2511,125.28,,,,,,,
M2511,125.93,,,,,,,
M2511,126.59,,,,,,,
M2511,127.24,,,,,,,
M2511,127.90,,,,,,,
M2511,128.56,,,,,,,
M2511,129.21,,,,,,,
M2511,129.87,,,,,,,
M2511,130.52,,,,,,,
M2511,131.18,,,,,,,
M2511,131.84,,,,,,,
M2511,132.49,,,,,,,
M2511,133.15,,,,,,,
M2511,133.80,,,,,,,
M2511,134.46,,,,,,,
M2511,135.12,,,,,,,
M2511,135.77,,,,,,,
M2511,136.43,,,,,,,
M2511,137.08,,,,,,,
M2511,137.74,,,,,,,
M2511,138.39,,,,,,,
M2511,139.05,,,,,,,
M2511,139.71,,,,,,,
M2511,140.36,,,,,,,
M2511,141.02,,,,,,,
M2511,141.67,,,,,,,
M2511,142.33,,,,,,,
M2511,142.99,,,,,,,
M2511,143.64,,,,,,,
M2511,144.30,,,,,,,
M2511,144.95,,,,,,,
M2511,145.61,,,,,,,
M2511,146.27,,,,,,,
M2511,146.92,,,,,,,
M2511,147.58,,,,,,,
M2511,148.23,,,,,,,
M2511,148.89,,,,,,,
M2511,149.55,,,,,,,
M2511,150.20,,,,,,,
M2511,150.86,,,,,,,
M2511,151.51,,,,,,,
M2511,152.17,,,,,,,
M2511,152.82,,,,,,,
M2511,153.48,,,,,,,
M2511,154.14,,,,,,,
M2511,154.79,,,,,,,
M2511,155.45,,,,,,,
M2511,156.10,,,,,,,
M2511,156.76,,,,,,,
M2511,157.42,,,,,,,
M2511,158.07,,,,,,,
M2511,158.73,,,,,,,
M2511,159.38,,,,,,,
M2511,160.04,,,,,,,
M2511,160.70,,,,,,,
M2511,161.35,,,,,,,
M2511,162.01,,,,,,,
M2511,162.66,,,,,,,
M2511,163.32,,,,,,,
M2511,163.98,,,,,,,
M2511,164.63,,,,,,,
M2511,165.29,,,,,,,
M2511,165.94,,,,,,,
M2511,166.60,,,,,,,
M2511,167.25,,,,,,,
M2511,167.91,,,,,,,
M2511,168.57,,,,,,,
M2511,169.22,,,,,,,
M2511,169.88,,,,,,,
M2511,170.53,,,,,,,
M2511,171.19,,,,,,,
M2511,171.85,,,,,,,
M2511,172.50,,,,,,,
M2511,173.16,,,,,,,
M2511,173.81,,,,,,,
M2511,174.47,,,,,,,
M2511,175.13,,,,,,,
M2511,175.78,,,,,,,
M2511,176.44,,,,,,,
M2511,177.09,,,,,,,
M2511,177.75,,,,,,,
M2511,178.40,,,,,,,
M2511,179.06,,,,,,,
M2511,179.72,,,,,,,
M2511,180.37,,,,,,,
M2511,181.03,,,,,,,
M2511,181.68,,,,,,,
M2511,182.34,,,,,,,
M2511,183.00,,,,,,,
M2511,183.65,,,,,,,
M2511,184.31,,,,,,,
M2511,184.96,,,,,,,
M2511,185.62,,,,,,,
M2511,186.28,,,,,,,
M2511,186.93,,,,,,,
M2511,187.59,,,,,,,
M2511,188.24,,,,,,,
M2511,188.90,,,,,,,
M2511,189.56,,,,,,,
M2511,190.21,,,,,,,
M2511,190.87,,,,,,,
M2511,191.52,,,,,,,
M2511,192.18,,,,,,,
M2511,192.83,,,,,,,
M2511,193.49,,,,,,,
M2511,194.15,,,,,,,
M2511,194.80,,,,,,,
M2511,195.46,,,,,,,
M2511,196.11,,,,,,,
M2511,196.77,,,,,,,
M2511,197.43,,,,,,,
M2511,198.08,,,,,,,
M2511,198.74,,,,,,,
M2511,199.39,,,,,,,
M2511,200.05,,,,,,,
M2511,200.71,,,,,,,
,,,,,,,,
M2514,5.90,,,,,,,
M2514,7.21,,,,,,,
M2514,7.87,,,,,,,
M2514,8.52,,,,,,,
M2514,9.18,,,,,,,
M2514,9.84,,,,,,,
M2514,10.49,,,,,,,
M2514,11.15,,,,,,,
M2514,11.80,,,,,,,
M2514,12.46,,,,,,,
M2514,13.11,,,,,,,
M2514,13.77,,,,,,,
M2514,15.08,,,,,,,
M2514,15.74,,,,,,,
M2514,16.39,,,,,,,
M2514,17.05,,,,,,,
M2514,17.71,,,,,,,
M2514,18.36,,,,,,,
M2514,19.02,,,,,,,
M2514,19.67,,,,,,,
M2514,20.33,,,,,,,
M2514,20.99,,,,,,,
M2514,21.64,,,,,,,
M2514,22.95,,,,,,,
M2514,23.61,,,,,,,
M2514,24.27,,,,,,,
M2514,24.92,,,,,,,
M2514,25.58,,,,,,,
M2514,26.23,,,,,,,
M2514,26.89,,,,,,,
M2514,27.54,,,,,,,
M2514,28.20,,,,,,,
M2514,28.86,,,,,,,
M2514,29.51,,,,,,,
M2514,30.82,,,,,,,
M2514,31.48,,,,,,,
M2514,32.14,,,,,,,
M2514,32.79,,,,,,,
M2514,33.45,,,,,,,
M2514,34.10,,,,,,,
M2514,34.76,,,,,,,
M2514,35.42,,,,,,,
M2514,36.07,,,,,,,
M2514,36.73,,,,,,,
M2514,37.38,,,,,,,
M2514,38.70,,,,,,,
M2514,39.35,,,,,,,
M2514,40.01,,,,,,,
M2514,40.66,,,,,,,
M2514,41.32,,,,,,,
M2514,41.97,,,,,,,
M2514,42.63,,,,,,,
M2514,43.29,,,,,,,
M2514,43.94,,,,,,,
M2514,44.60,,,,,,,
M2514,45.25,,,,,,,
M2514,46.57,,,,,,,
M2514,47.22,,,,,,,
M2514,47.88,,,,,,,
M2514,48.53,,,,,,,
M2514,49.19,,,,,,,
M2514,49.85,,,,,,,
M2514,50.50,,,,,,,
M2514,51.16,,,,,,,
M2514,51.81,,,,,,,
M2514,52.47,,,,,,,
M2514,53.12,,,,,,,
M2514,54.44,,,,,,,
M2514,55.09,,,,,,,
M2514,55.75,,,,,,,
M2514,56.40,,,,,,,
M2514,57.06,,,,,,,
M2514,57.72,,,,,,,
M2514,58.37,,,,,,,
M2514,59.03,,,,,,,
M2514,59.68,,,,,,,
M2514,60.34,,,,,,,
M2514,61.00,,,,,,,
M2514,62.31,,,,,,,
M2514,62.96,,,,,,,
M2514,63.62,,,,,,,
M2514,64.28,,,,,,,
M2514,64.93,,,,,,,
M2514,65.59,,,,,,,
M2514,66.24,,,,,,,
M2514,66.90,,,,,,,
M2514,67.55,,,,,,,
M2514,68.21,,,,,,,
M2514,68.87,,,,,,,
M2514,70.18,,,,,,,
M2514,70.83,,,,,,,
M2514,71.49,,,,,,,
M2514,72.15,,,,,,,
M2514,72.80,,,,,,,
M2514,73.46,,,,,,,
M2514,74.11,,,,,,,
M2514,74.77,,,,,,,
M2514,75.43,,,,,,,
M2514,76.08,,,,,,,
M2514,76.74,,,,,,,
M2514,78.05,,,,,,,
M2514,78.70,,,,,,,
M2514,79.36,,,,,,,
M2514,80.02,,,,,,,
M2514,80.67,,,,,,,
M2514,81.33,,,,,,,
M2514,81.98,,,,,,,
M2514,82.64,,,,,,,
M2514,83.30,,,,,,,
M2514,83.95,,,,,,,
M2514,84.61,,,,,,,
M2514,85.92,,,,,,,
M2514,86.58,,,,,,,
M2514,87.23,,,,,,,
M2514,87.89,,,,,,,
M2514,88.54,,,,,,,
M2514,89.20,,,,,,,
M2514,89.86,,,,,,,
M2514,90.51,,,,,,,
M2514,91.17,,,,,,,
M2514,91.82,,,,,,,
M2514,92.48,,,,,,,
M2514,93.79,,,,,,,
M2514,94.45,,,,,,,
M2514,95.10,,,,,,,
M2514,95.76,,,,,,,
M2514,96.41,,,,,,,
M2514,97.07,,,,,,,
M2514,97.73,,,,,,,
M2514,98.38,,,,,,,
M2514,99.04,,,,,,,
M2514,99.69,,,,,,,
M2514,100.35,,,,,,,
M2514,101.66,,,,,,,
M2514,102.32,,,,,,,
M2514,102.97,,,,,,,
M2514,103.63,,,,,,,
M2514,104.29,,,,,,,
M2514,104.94,,,,,,,
M2514,105.60,,,,,,,
M2514,106.25,,,,,,,
M2514,106.91,,,,,,,
M2514,107.56,,,,,,,
M2514,108.22,,,,,,,
M2514,109.53,,,,,,,
M2514,110.19,,,,,,,
M2514,110.84,,,,,,,
M2514,111.50,,,,,,,
M2514,112.16,,,,,,,
M2514,112.81,,,,,,,
M2514,113.47,,,,,,,
M2514,114.12,,,,,,,
M2514,114.78,,,,,,,
M2514,115.44,,,,,,,
M2514,116.09,,,,,,,
M2514,117.40,,,,,,,
M2514,118.06,,,,,,,
M2514,118.71,,,,,,,
M2514,119.37,,,,,,,
M2514,120.03,,,,,,,
M2514,120.68,,,,,,,
M2514,121.34,,,,,,,
M2514,121.99,,,,,,,
M2514,122.65,,,,,,,
M2514,123.31,,,,,,,
M2514,123.96,,,,,,,
,,,,,,,,
M2520,1.97,,,,,,,
M2520,2.62,,,,,,,
M2520,3.28,,,,,,,
M2520,3.94,,,,,,,
M2520,4.59,,,,,,,
M2520,5.25,,,,,,,
M2520,5.90,,,,,,,
M2520,6.56,,,,,,,
M2520,7.21,,,,,,,
M2520,7.87,,,,,,,
M2520,8.53,,,,,,,
M2520,9.18,,,,,,,
M2520,9.84,,,,,,,
M2520,10.49,,,,,,,
M2520,11.15,,,,,,,
M2520,11.81,,,,,,,
M2520,12.46,,,,,,,
M2520,13.12,,,,,,,
M2520,13.77,,,,,,,
M2520,14.43,,,,,,,
M2520,15.09,,,,,,,
M2520,15.74,,,,,,,
M2520,16.40,,,,,,,
M2520,17.05,,,,,,,
M2520,17.71,,,,,,,
M2520,18.37,,,,,,,
M2520,19.02,,,,,,,
M2520,19.68,,,,,,,
M2520,20.33,,,,,,,
M2520,20.99,,,,,,,
M2520,21.64,,,,,,,
M2520,22.30,,,,,,,
M2520,22.96,,,,,,,
M2520,23.61,,,,,,,
M2520,24.27,,,,,,,
M2520,24.92,,,,,,,
M2520,25.58,,,,,,,
M2520,26.24,,,,,,,
M2520,26.89,,,,,,,
M2520,27.55,,,,,,,
M2520,28.20,,,,,,,
M2520,28.86,,,,,,,
M2520,29.52,,,,,,,
M2520,30.17,,,,,,,
M2520,30.83,,,,,,,
M2520,31.48,,,,,,,
M2520,32.14,,,,,,,
M2520,32.80,,,,,,,
M2520,33.45,,,,,,,
M2520,34.11,,,,,,,
M2520,34.76,,,,,,,
M2520,35.42,,,,,,,
M2520,36.07,,,,,,,
M2520,36.73,,,,,,,
M2520,37.39,,,,,,,
M2520,38.04,,,,,,,
M2520,38.70,,,,,,,
M2520,39.35,,,,,,,
M2520,40.01,,,,,,,
M2520,40.67,,,,,,,
M2520,41.32,,,,,,,
M2520,41.98,,,,,,,
M2520,42.63,,,,,,,
M2520,43.29,,,,,,,
M2520,43.95,,,,,,,
M2520,44.60,,,,,,,
M2520,45.26,,,,,,,
M2520,45.91,,,,,,,
M2520,46.57,,,,,,,
M2520,47.22,,,,,,,
M2520,47.88,,,,,,,
M2520,48.54,,,,,,,
M2520,49.19,,,,,,,
M2520,49.85,,,,,,,
M2520,50.50,,,,,,,
M2520,51.16,,,,,,,
M2520,51.82,,,,,,,
M2520,52.47,,,,,,,
M2520,53.13,,,,,,,
M2520,53.78,,,,,,,
M2520,54.44,,,,,,,
M2520,55.10,,,,,,,
M2520,55.75,,,,,,,
M2520,56.41,,,,,,,
M2520,57.06,,,,,,,
M2520,57.72,,,,,,,
M2520,58.38,,,,,,,
M2520,59.03,,,,,,,
M2520,59.69,,,,,,,
M2520,60.34,,,,,,,
M2520,61.00,,,,,,,
M2520,61.65,,,,,,,
M2520,62.31,,,,,,,
M2520,62.97,,,,,,,
M2520,63.62,,,,,,,
M2520,64.28,,,,,,,
M2520,64.93,,,,,,,
M2520,65.59,,,,,,,
M2520,66.25,,,,,,,
M2520,66.90,,,,,,,
M2520,67.56,,,,,,,
M2520,68.21,,,,,,,
M2520,68.87,,,,,,,
M2520,69.53,,,,,,,
M2520,70.18,,,,,,,
M2520,70.84,,,,,,,
M2520,71.49,,,,,,,
M2520,72.15,,,,,,,
M2520,72.80,,,,,,,
M2520,73.46,,,,,,,
M2520,74.12,,,,,,,
M2520,74.77,,,,,,,
M2520,75.43,,,,,,,
M2520,76.08,,,,,,,
M2520,76.74,,,,,,,
M2520,77.40,,,,,,,
M2520,78.05,,,,,,,
M2520,78.71,,,,,,,
M2520,79.36,,,,,,,
M2520,80.02,,,,,,,
M2520,80.68,,,,,,,
M2520,81.33,,,,,,,
M2520,81.99,,,,,,,
M2520,82.64,,,,,,,
M2520,83.30,,,,,,,
M2520,83.96,,,,,,,
M2520,84.61,,,,,,,
M2520,85.27,,,,,,,
M2520,85.92,,,,,,,
M2520,86.58,,,,,,,
M2520,87.23,,,,,,,
M2520,87.89,,,,,,,
M2520,88.55,,,,,,,
M2520,89.20,,,,,,,
M2520,89.86,,,,,,,
M2520,90.51,,,,,,,
M2520,91.17,,,,,,,
M2520,91.83,,,,,,,
M2520,92.48,,,,,,,
M2520,93.14,,,,,,,
M2520,93.79,,,,,,,
M2520,94.45,,,,,,,
M2520,95.11,,,,,,,
M2520,95.76,,,,,,,
M2520,96.42,,,,,,,
M2520,97.07,,,,,,,
M2520,97.73,,,,,,,
M2520,98.39,,,,,,,
M2520,99.04,,,,,,,
M2520,99.70,,,,,,,
M2520,100.35,,,,,,,
M2520,101.01,,,,,,,
M2520,101.66,,,,,,,
M2520,102.32,,,,,,,
M2520,102.98,,,,,,,
M2520,103.63,,,,,,,
M2520,104.29,,,,,,,
M2520,104.94,,,,,,,
M2520,105.60,,,,,,,
M2520,106.26,,,,,,,
M2520,106.91,,,,,,,
M2520,107.57,,,,,,,
M2520,108.22,,,,,,,
M2520,108.88,,,,,,,
M2520,109.54,,,,,,,
M2520,110.19,,,,,,,
M2520,110.85,,,,,,,
M2520,111.50,,,,,,,
M2520,112.16,,,,,,,
M2520,112.81,,,,,,,
M2520,113.47,,,,,,,
M2520,114.13,,,,,,,
M2520,114.78,,,,,,,
M2520,115.44,,,,,,,
M2520,116.09,,,,,,,
M2520,116.75,,,,,,,
M2520,117.41,,,,,,,
M2520,118.06,,,,,,,
M2520,118.72,,,,,,,
M2520,119.37,,,,,,,
M2520,120.03,,,,,,,
M2520,120.69,,,,,,,
M2520,121.34,,,,,,,
M2520,122.00,,,,,,,
M2520,122.65,,,,,,,
M2520,123.31,,,,,,,
M2520,123.97,,,,,,,
M2520,124.62,,,,,,,
M2520,125.28,,,,,,,
M2520,125.93,,,,,,,
M2520,126.59,,,,,,,
M2520,127.24,,,,,,,
M2520,127.90,,,,,,,
M2520,128.56,,,,,,,
M2520,129.21,,,,,,,
M2520,129.87,,,,,,,
M2520,130.52,,,,,,,
M2520,131.18,,,,,,,
M2520,131.84,,,,,,,
M2520,132.49,,,,,,,
M2520,133.15,,,,,,,
M2520,133.80,,,,,,,
M2520,134.46,,,,,,,
M2520,135.12,,,,,,,
M2520,135.77,,,,,,,
M2520,136.43,,,,,,,
M2520,137.08,,,,,,,
M2520,137.74,,,,,,,
M2520,138.39,,,,,,,
M2520,139.05,,,,,,,
M2520,139.71,,,,,,,
M2520,140.36,,,,,,,
M2520,141.02,,,,,,,
M2520,141.67,,,,,,,
M2520,142.33,,,,,,,
M2520,142.99,,,,,,,
M2520,143.64,,,,,,,
M2520,144.30,,,,,,,
M2520,144.95,,,,,,,
M2520,145.61,,,,,,,
M2520,146.27,,,,,,,
M2520,146.92,,,,,,,
M2520,147.58,,,,,,,
M2520,148.23,,,,,,,
M2520,148.89,,,,,,,
M2520,149.55,,,,,,,
M2520,150.20,,,,,,,
M2520,150.86,,,,,,,
M2520,151.51,,,,,,,
M2520,152.17,,,,,,,
M2520,152.82,,,,,,,
M2520,153.48,,,,,,,
M2520,154.14,,,,,,,
M2520,154.79,,,,,,,
M2520,155.45,,,,,,,
M2520,156.10,,,,,,,
M2520,156.76,,,,,,,
M2520,157.42,,,,,,,
M2520,158.07,,,,,,,
M2520,158.73,,,,,,,
M2520,159.38,,,,,,,
M2520,160.04,,,,,,,
M2520,160.70,,,,,,,
M2520,161.35,,,,,,,
M2520,162.01,,,,,,,
M2520,162.66,,,,,,,
M2520,163.32,,,,,,,
M2520,163.98,,,,,,,
M2520,164.63,,,,,,,
M2520,165.29,,,,,,,
M2520,165.94,,,,,,,
M2520,166.60,,,,,,,
M2520,167.25,,,,,,,
M2520,167.91,,,,,,,
M2520,168.57,,,,,,,
M2520,169.22,,,,,,,
M2520,169.88,,,,,,,
M2520,170.53,,,,,,,
M2520,171.19,,,,,,,
M2520,171.85,,,,,,,
M2520,172.50,,,,,,,
M2520,173.16,,,,,,,
M2520,173.81,,,,,,,
M2520,174.47,,,,,,,
M2520,175.13,,,,,,,
M2520,175.78,,,,,,,
M2520,176.44,,,,,,,
M2520,177.09,,,,,,,
M2520,177.75,,,,,,,
M2520,178.40,,,,,,,
M2520,179.06,,,,,,,
M2520,179.72,,,,,,,
M2520,180.37,,,,,,,
M2520,181.03,,,,,,,
M2520,181.68,,,,,,,
M2520,182.34,,,,,,,
M2520,183.00,,,,,,,
M2520,183.65,,,,,,,
M2520,184.31,,,,,,,
M2520,184.96,,,,,,,
M2520,185.62,,,,,,,
M2520,186.28,,,,,,,
M2520,186.93,,,,,,,
M2520,187.59,,,,,,,
M2520,188.24,,,,,,,
M2520,188.90,,,,,,,
M2520,189.56,,,,,,,
M2520,190.21,,,,,,,
M2520,190.87,,,,,,,
M2520,191.52,,,,,,,
M2520,192.18,,,,,,,
M2520,192.83,,,,,,,
M2520,193.49,,,,,,,
M2520,194.15,,,,,,,
M2520,194.80,,,,,,,
M2520,195.46,,,,,,,
M2520,196.11,,,,,,,
M2520,196.77,,,,,,,
M2520,197.43,,,,,,,
M2520,198.08,,,,,,,
M2520,198.74,,,,,,,
M2520,199.39,,,,,,,
M2520,200.05,,,,,,,
M2520,200.71,,,,,,,
,,,,,,,,
M2533,1.31,,,,,,,
M2533,1.97,,,,,,,
M2533,2.62,,,,,,,
M2533,3.28,,,,,,,
M2533,3.94,,,,,,,
M2533,4.59,,,,,,,
M2533,5.25,,,,,,,
M2533,5.90,,,,,,,
M2533,6.56,,,,,,,
M2533,7.21,,,,,,,
M2533,7.87,,,,,,,
M2533,8.53,,,,,,,
M2533,9.18,,,,,,,
M2533,9.84,,,,,,,
M2533,10.49,,,,,,,
M2533,11.15,,,,,,,
M2533,11.81,,,,,,,
M2533,12.46,,,,,,,
M2533,13.12,,,,,,,
M2533,13.77,,,,,,,
M2533,14.43,,,,,,,
M2533,15.09,,,,,,,
M2533,15.74,,,,,,,
M2533,16.40,,,,,,,
M2533,17.05,,,,,,,
M2533,17.71,,,,,,,
M2533,18.37,,,,,,,
M2533,19.02,,,,,,,
M2533,19.68,,,,,,,
M2533,20.33,,,,,,,
M2533,20.99,,,,,,,
M2533,21.64,,,,,,,
M2533,22.30,,,,,,,
M2533,22.96,,,,,,,
M2533,23.61,,,,,,,
M2533,24.27,,,,,,,
M2533,24.92,,,,,,,
M2533,25.58,,,,,,,
M2533,26.24,,,,,,,
M2533,26.89,,,,,,,
M2533,27.55,,,,,,,
M2533,28.20,,,,,,,
M2533,28.86,,,,,,,
M2533,29.52,,,,,,,
M2533,30.17,,,,,,,
M2533,30.83,,,,,,,
M2533,31.48,,,,,,,
M2533,32.14,,,,,,,
M2533,32.80,,,,,,,
M2533,33.45,,,,,,,
M2533,34.11,,,,,,,
M2533,34.76,,,,,,,
M2533,35.42,,,,,,,
M2533,36.07,,,,,,,
M2533,36.73,,,,,,,
M2533,37.39,,,,,,,
M2533,38.04,,,,,,,
M2533,38.70,,,,,,,
M2533,39.35,,,,,,,
M2533,40.01,,,,,,,
M2533,40.67,,,,,,,
M2533,41.32,,,,,,,
M2533,41.98,,,,,,,
M2533,42.63,,,,,,,
M2533,43.29,,,,,,,
M2533,43.95,,,,,,,
M2533,44.60,,,,,,,
M2533,45.26,,,,,,,
M2533,45.91,,,,,,,
M2533,46.57,,,,,,,
M2533,47.22,,,,,,,
M2533,47.88,,,,,,,
M2533,48.54,,,,,,,
M2533,49.19,,,,,,,
M2533,49.85,,,,,,,
M2533,50.50,,,,,,,
M2533,51.16,,,,,,,
M2533,51.82,,,,,,,
M2533,52.47,,,,,,,
M2533,53.13,,,,,,,
M2533,53.78,,,,,,,
M2533,54.44,,,,,,,
M2533,55.10,,,,,,,
M2533,55.75,,,,,,,
M2533,56.41,,,,,,,
M2533,57.06,,,,,,,
M2533,57.72,,,,,,,
M2533,58.38,,,,,,,
M2533,59.03,,,,,,,
M2533,59.69,,,,,,,
M2533,60.34,,,,,,,
M2533,61.00,,,,,,,
M2533,61.65,,,,,,,
M2533,62.31,,,,,,,
M2533,62.97,,,,,,,
M2533,63.62,,,,,,,
M2533,64.28,,,,,,,
M2533,64.93,,,,,,,
M2533,65.59,,,,,,,
M2533,66.25,,,,,,,
M2533,66.90,,,,,,,
M2533,67.56,,,,,,,
M2533,68.21,,,,,,,
M2533,68.87,,,,,,,
M2533,69.53,,,,,,,
M2533,70.18,,,,,,,
M2533,70.84,,,,,,,
M2533,71.49,,,,,,,
M2533,72.15,,,,,,,
M2533,72.80,,,,,,,
M2533,73.46,,,,,,,
M2533,74.12,,,,,,,
M2533,74.77,,,,,,,
M2533,75.43,,,,,,,
M2533,76.08,,,,,,,
M2533,76.74,,,,,,,
M2533,77.40,,,,,,,
M2533,78.05,,,,,,,
M2533,78.71,,,,,,,
M2533,79.36,,,,,,,
M2533,80.02,,,,,,,
M2533,80.68,,,,,,,
M2533,81.33,,,,,,,
M2533,81.99,,,,,,,
M2533,82.64,,,,,,,
M2533,83.30,,,,,,,
M2533,83.96,,,,,,,
M2533,84.61,,,,,,,
M2533,85.27,,,,,,,
M2533,85.92,,,,,,,
M2533,86.58,,,,,,,
M2533,87.23,,,,,,,
M2533,87.89,,,,,,,
M2533,88.55,,,,,,,
M2533,89.20,,,,,,,
M2533,89.86,,,,,,,
M2533,90.51,,,,,,,
M2533,91.17,,,,,,,
M2533,91.83,,,,,,,
M2533,92.48,,,,,,,
M2533,93.14,,,,,,,
M2533,93.79,,,,,,,
M2533,94.45,,,,,,,
M2533,95.11,,,,,,,
M2533,95.76,,,,,,,
M2533,96.42,,,,,,,
M2533,97.07,,,,,,,
M2533,97.73,,,,,,,
M2533,98.39,,,,,,,
M2533,99.04,,,,,,,
M2533,99.70,,,,,,,
M2533,100.35,,,,,,,
M2533,101.01,,,,,,,
M2533,101.66,,,,,,,
M2533,102.32,,,,,,,
M2533,102.98,,,,,,,
M2533,103.63,,,,,,,
M2533,104.29,,,,,,,
M2533,104.94,,,,,,,
M2533,105.60,,,,,,,
M2533,106.26,,,,,,,
M2533,106.91,,,,,,,
M2533,107.57,,,,,,,
M2533,108.22,,,,,,,
M2533,108.88,,,,,,,
M2533,109.54,,,,,,,
M2533,110.19,,,,,,,
M2533,110.85,,,,,,,
M2533,111.50,,,,,,,
M2533,112.16,,,,,,,
M2533,112.81,,,,,,,
M2533,113.47,,,,,,,
M2533,114.13,,,,,,,
M2533,114.78,,,,,,,
M2533,115.44,,,,,,,
M2533,116.09,,,,,,,
M2533,116.75,,,,,,,
M2533,117.41,,,,,,,
M2533,118.06,,,,,,,
M2533,118.72,,,,,,,
M2533,119.37,,,,,,,
M2533,120.03,,,,,,,
M2533,120.69,,,,,,,
M2533,121.34,,,,,,,
M2533,122.00,,,,,,,
M2533,122.65,,,,,,,
M2533,123.31,,,,,,,
M2533,123.97,,,,,,,
M2533,124.62,,,,,,,
M2533,125.28,,,,,,,
M2533,125.93,,,,,,,
M2533,126.59,,,,,,,
M2533,127.24,,,,,,,
M2533,127.90,,,,,,,
M2533,128.56,,,,,,,
M2533,129.21,,,,,,,
M2533,129.87,,,,,,,
M2533,130.52,,,,,,,
M2533,131.18,,,,,,,
M2533,131.84,,,,,,,
M2533,132.49,,,,,,,
M2533,133.15,,,,,,,
M2533,133.80,,,,,,,
M2533,134.46,,,,,,,
M2533,135.12,,,,,,,
M2533,135.77,,,,,,,
M2533,136.43,,,,,,,
M2533,137.08,,,,,,,
M2533,137.74,,,,,,,
M2533,138.39,,,,,,,
M2533,139.05,,,,,,,
M2533,139.71,,,,,,,
M2533,140.36,,,,,,,
M2533,141.02,,,,,,,
M2533,141.67,,,,,,,
M2533,142.33,,,,,,,
M2533,142.99,,,,,,,
M2533,143.64,,,,,,,
M2533,144.30,,,,,,,
M2533,144.95,,,,,,,
M2533,145.61,,,,,,,
M2533,146.27,,,,,,,
M2533,146.92,,,,,,,
M2533,147.58,,,,,,,
M2533,148.23,,,,,,,
M2533,148.89,,,,,,,
M2533,149.55,,,,,,,
M2533,150.20,,,,,,,
M2533,150.86,,,,,,,
M2533,151.51,,,,,,,
M2533,152.17,,,,,,,
M2533,152.82,,,,,,,
M2533,153.48,,,,,,,
M2533,154.14,,,,,,,
M2533,154.79,,,,,,,
M2533,155.45,,,,,,,
M2533,156.10,,,,,,,
M2533,156.76,,,,,,,
M2533,157.42,,,,,,,
M2533,158.07,,,,,,,
M2533,158.73,,,,,,,
M2533,159.38,,,,,,,
M2533,160.04,,,,,,,
M2533,160.70,,,,,,,
M2533,161.35,,,,,,,
M2533,162.01,,,,,,,
M2533,162.66,,,,,,,
M2533,163.32,,,,,,,
M2533,163.98,,,,,,,
M2533,164.63,,,,,,,
M2533,165.29,,,,,,,
M2533,165.94,,,,,,,
M2533,166.60,,,,,,,
M2533,167.25,,,,,,,
M2533,167.91,,,,,,,
M2533,168.57,,,,,,,
M2533,169.22,,,,,,,
M2533,169.88,,,,,,,
M2533,170.53,,,,,,,
M2533,171.19,,,,,,,
M2533,171.85,,,,,,,
M2533,172.50,,,,,,,
M2533,173.16,,,,,,,
M2533,173.81,,,,,,,
M2533,174.47,,,,,,,
M2533,175.13,,,,,,,
M2533,175.78,,,,,,,
M2533,176.44,,,,,,,
M2533,177.09,,,,,,,
M2533,177.75,,,,,,,
M2533,178.40,,,,,,,
M2533,179.06,,,,,,,
M2533,179.72,,,,,,,
M2533,180.37,,,,,,,
M2533,181.03,,,,,,,
M2533,181.68,,,,,,,
M2533,182.34,,,,,,,
M2533,183.00,,,,,,,
M2533,183.65,,,,,,,
M2533,184.31,,,,,,,
M2533,184.96,,,,,,,
M2533,185.62,,,,,,,
M2533,186.28,,,,,,,
M2533,186.93,,,,,,,
M2533,187.59,,,,,,,
M2533,188.24,,,,,,,
M2533,188.90,,,,,,,
M2533,189.56,,,,,,,
M2533,190.21,,,,,,,
M2533,190.87,,,,,,,
M2533,191.52,,,,,,,
M2533,192.18,,,,,,,
M2533,192.83,,,,,,,
M2533,193.49,,,,,,,
M2533,194.15,,,,,,,
M2533,194.80,,,,,,,
M2533,195.46,,,,,,,
M2533,196.11,,,,,,,
M2533,196.77,,,,,,,
M2533,197.43,,,,,,,
M2533,198.08,,,,,,,
M2533,198.74,,,,,,,
M2533,199.39,,,,,,,
M2533,200.05,,,,,,,
M2533,200.71,,,,,,,
,,,,,,,,
M2531,1.31,,,,,,,
M2531,1.97,,,,,,,
M2531,2.62,,,,,,,
M2531,3.28,,,,,,,
M2531,3.94,,,,,,,
M2531,4.59,,,,,,,
M2531,5.25,,,,,,,
M2531,5.90,,,,,,,
M2531,6.56,,,,,,,
M2531,7.21,,,,,,,
M2531,7.87,,,,,,,
M2531,8.53,,,,,,,
M2531,9.18,,,,,,,
M2531,9.84,,,,,,,
M2531,10.49,,,,,,,
M2531,11.15,,,,,,,
M2531,11.81,,,,,,,
M2531,12.46,,,,,,,
M2531,13.12,,,,,,,
M2531,13.77,,,,,,,
M2531,14.43,,,,,,,
M2531,15.09,,,,,,,
M2531,15.74,,,,,,,
M2531,16.40,,,,,,,
M2531,17.05,,,,,,,
M2531,17.71,,,,,,,
M2531,18.37,,,,,,,
M2531,19.02,,,,,,,
M2531,19.68,,,,,,,
M2531,20.33,,,,,,,
M2531,20.99,,,,,,,
M2531,21.64,,,,,,,
